Unnamed: 0.1,Unnamed: 0,id,tweet_text,Sentiment,Sentiment2,Sentiment3,majority_sentiment,cleaned_text,hashtags,users_mentioned,processed_text
218,218,11227,"""Veränderung ist kein Selbstzweck. Wir verändern nicht um des Veränderns willen, sondern um zu erhalten, was uns wichtig ist in diesem Land: nämlich das soziale Miteinander, den Wohlstand und auch den Industriestandort Deutschland"", sagt  @ABaerbock  beim #IGBCE21-Kongress. 44 23 177",1,3,3,3,veränderung ist kein selbstzweck wir verändern nicht um des veränderns willen sondern um zu erhalten was uns wichtig ist in diesem land nämlich das soziale miteinander den wohlstand und auch den industriestandort deutschland sagt beim #igbce kongress,['#igbce21'],['abaerbock'],veränderung selbstzweck verändern veränderns willen erhalten wichtig land nämlich soziale miteinander wohlstand industriestandort deutschland kongress
219,219,40152,Kreis Ahrweiler @KreisAhrweiler  · 15. Juli 2021 Update #KreisAhrweiler: Derzeit wird von rund 1300 Vermissten ausgegangen; circa 3500 Menschen sind in Betreuungseinrichtungen untergebracht. Aufgrund der komplexen Schadenslage ist eine abschließende Beurteilung der Situation noch nicht möglich. Infos: http://bit.ly/3ref7Iz 2 27,3,2,3,3,kreis ahrweiler juli update #kreisahrweiler derzeit wird von rund vermissten ausgegangen circa menschen sind in betreuungseinrichtungen untergebracht aufgrund der komplexen schadenslage ist eine abschließende beurteilung der situation noch nicht möglich infos,['#kreisahrweiler'],['kreisahrweiler'],kreis ahrweiler juli update derzeit vermissten ausgegangen circa menschen betreuungseinrichtungen untergebracht aufgrund komplexen schadenslage abschließende beurteilung situation möglich infos
220,220,18040,"Die Bundesregierung steckt mitten in einer zweiten #Maskenaffäre und das Vertrauen in den Bundesgesundheitsminister ist aufgebraucht. Dass die Bundeskanzlerin ihn nicht entlässt, fällt auf die gesamte Bundesregierung zurück. Meine Rede zur Aktuellen Stunde der  @Linksfraktion : 10.246 Mal angezeigt 0:02 / 6:25 31 102 464",2,2,2,2,die bundesregierung steckt mitten in einer zweiten #maskenaffäre und das vertrauen in den bundesgesundheitsminister ist aufgebraucht dass die bundeskanzlerin ihn nicht entlässt fällt auf die gesamte bundesregierung zurück meine rede zur aktuellen stunde der mal angezeigt,['#maskenaffäre'],['linksfraktion'],bundesregierung steckt mitten zweiten vertrauen bundesgesundheitsminister aufgebraucht bundeskanzlerin entlässt fällt gesamte bundesregierung zurück rede aktuellen stunde
221,221,16326,Es gibt immer eine Alternative! Wir sollten uns für einen vernünftigen Strommix entscheiden wie andere Länder auch. Dann muss auch nicht unsere schöne Landschaft komplett „verspargelt“ werden. #Windenergie ZDF Morgenmagazin @morgenmagazin  · 21. Sep. 2021 Der Ausbau der Windenergie muss in Angriff genommen werden. Wie kann die Akzeptanz bei den Bewohner*innen erhöht werden? Bleiben Sie bitte bei dieser Diskussion sachlich. 11 48,3,2,3,3,es gibt immer eine alternative wir sollten uns für einen vernünftigen strommix entscheiden wie andere länder auch dann muss auch nicht unsere schöne landschaft komplett verspargelt werden #windenergie zdf morgenmagazin sep der ausbau der windenergie muss in angriff genommen werden wie kann die akzeptanz bei den bewohner innen erhöht werden bleiben sie bitte bei dieser diskussion sachlich,['#windenergie'],['morgenmagazin'],alternative sollten vernünftigen strommix entscheiden länder schöne landschaft komplett verspargelt zdf morgenmagazin sep ausbau windenergie angriff genommen akzeptanz bewohner erhöht bleiben bitte diskussion sachlich
222,222,38727,"Die beunruhigende Entwicklung der Coronainfektionen verlangt einen Perspektivenwechsel. Wir müssen aufhören, die Lage aus der Sicht der notorischen Impfgegner zu betrachten und Rücksicht auf die Gefährdeten und die große Mehrheit der Geimpften nehmen. 112 37 185",4,3,3,3,die beunruhigende entwicklung der coronainfektionen verlangt einen perspektivenwechsel wir müssen aufhören die lage aus der sicht der notorischen impfgegner zu betrachten und rücksicht auf die gefährdeten und die große mehrheit der geimpften nehmen,[],[],beunruhigende entwicklung coronainfektionen verlangt perspektivenwechsel aufhören lage sicht notorischen impfgegner betrachten rücksicht gefährdeten große mehrheit geimpften nehmen
223,223,34468,"Erster Stopp der #RöttgenRallye heute bei der CDU Wuppertal. Wir haben natürlich über die Zukunft der #CDU gesprochen & insbesondere über das C. Das christliche Menschenbild als Wertefundament ist unser Alleinstellungsmerkmal, daraus leitet sich unsere Politik ab. #jetztabervoran 9 6 79",1,3,3,3,erster stopp der #röttgenrallye heute bei der cdu wuppertal wir haben natürlich über die zukunft der #cdu gesprochen insbesondere über das c das christliche menschenbild als wertefundament ist unser alleinstellungsmerkmal daraus leitet sich unsere politik ab #jetztabervoran,"['#röttgenrallye', '#cdu', '#jetztabervoran']",[],erster stopp cdu wuppertal natürlich zukunft gesprochen insbesondere c christliche menschenbild wertefundament alleinstellungsmerkmal daraus leitet politik
224,224,25090,"Volle Zustimmung. Paritätischer Berlin @ParitaetBerlin  · 6. Okt. 2021 Durch die #Corona-Pandemie sind die Lebensmittelpreise stark gestiegen. ""Damit es bei der Versorgung mit Lebensmitteln wie Obst und Gemüse nicht zu einer Zwei-Klassen-Gesellschaft kommt, müssen die Hartz-IV-Regelsätze angehoben werden"", sagt @GaSchlimper  https://rbb24.de/wirtschaft/beitrag/2021/10/steigende-lebensmittelpreise-verbraucherpreise-familie-pandemie-berlin.html… 7 12 67",1,3,1,1,volle zustimmung paritätischer berlin okt durch die #corona pandemie sind die lebensmittelpreise stark gestiegen damit es bei der versorgung mit lebensmitteln wie obst und gemüse nicht zu einer zwei klassen gesellschaft kommt müssen die hartz iv regelsätze angehoben werden sagt,['#corona'],"['paritaetberlin', 'gaschlimper']",volle zustimmung paritätischer berlin okt pandemie lebensmittelpreise stark gestiegen versorgung lebensmitteln obst gemüse zwei klassen gesellschaft hartz iv regelsätze angehoben
225,225,10918,"Robert Habeck freut sich, „jetzt in einen politischen Wahlkampf einzusteigen, wie ihn die Republik noch nicht gesehen hat.“ #BereitWeilIhrEsSeid 83 99 737",1,1,1,1,robert habeck freut sich jetzt in einen politischen wahlkampf einzusteigen wie ihn die republik noch nicht gesehen hat #bereitweilihresseid,['#bereitweilihresseid'],[],robert habeck freut politischen wahlkampf einzusteigen republik gesehen
226,226,34268,"Guten Morgen umd herzliche Einladung an alle Kurzentschlossenen, mich um 10 Uhr am Rewe Bock in Thomasberg zu treffen. Kaffee geht auf mich! #Schwarzwassonst #Btw21 59 25 358",1,3,3,3,guten morgen umd herzliche einladung an alle kurzentschlossenen mich um uhr am rewe bock in thomasberg zu treffen kaffee geht auf mich #schwarzwassonst #btw,"['#schwarzwassonst', '#btw21']",[],umd herzliche einladung kurzentschlossenen rewe bock thomasberg treffen kaffee
227,227,23264,"Daten Israel zur 3. Impfung nach 5 Mon mit BionTech bei >60 Jährigen: Risiko Infektion sank Faktor 11 mit Booster, Risiko schweres Covid sogar Faktor 19. Ok, man kann Booster in Deutschland noch schieben. Aber im Winter sollten alle > 60 Lg Angebot haben nejm.org Protection of BNT162b2 Vaccine Booster against Covid-19 in Israel | NEJM Original Article from The New England Journal of Medicine — Protection of BNT162b2 Vaccine Booster against Covid-19 in Israel 120 96 947",3,1,3,3,daten israel zur impfung nach mon mit biontech bei jährigen risiko infektion sank faktor mit booster risiko schweres covid sogar faktor ok man kann booster in deutschland noch schieben aber im winter sollten alle lg angebot haben nejm org protection of bnt b vaccine booster against covid in israel nejm original article from the new england journal of medicine protection of bnt b vaccine booster against covid in israel,[],[],daten israel impfung mon biontech jährigen risiko infektion sank faktor booster risiko schweres covid sogar faktor ok booster deutschland schieben winter sollten lg angebot nejm org protection bnt b vaccine booster covid israel nejm original article new england journal medicine protection bnt b vaccine booster covid israel
228,228,28847,"Wer vor einem Jahr behauptet hat, #Ungeimpfte könnten ihre Grundrechte verlieren, wurde damals als Verschwörungstheoretiker beschimpft. Wie recht wir doch leider wieder mal hatten! #allenichtganzdicht #deutschlandabernormal  @MPKretschmer Michael Kretschmer @MPKretschmer  · 5. Mai 2020 Niemand wird in Deutschland gegen seinen Willen geimpft. Auch die Behauptung, dass diejenigen, die sich nicht impfen lassen, ihre Grundrechte verlieren, ist absurd & bösartig. Lassen Sie uns Falschnachrichten & Verschwörungstheorien  gemeinsam entgegentreten. (SK) #Impfzwang 25 284 586",2,2,2,2,wer vor einem jahr behauptet hat #ungeimpfte könnten ihre grundrechte verlieren wurde damals als verschwörungstheoretiker beschimpft wie recht wir doch leider wieder mal hatten #allenichtganzdicht #deutschlandabernormal michael kretschmer mai niemand wird in deutschland gegen seinen willen geimpft auch die behauptung dass diejenigen die sich nicht impfen lassen ihre grundrechte verlieren ist absurd bösartig lassen sie uns falschnachrichten verschwörungstheorien gemeinsam entgegentreten sk #impfzwang,"['#ungeimpfte', '#allenichtganzdicht', '#deutschlandabernormal', '#impfzwang']","['mpkretschmer', 'mpkretschmer']",jahr behauptet könnten grundrechte verlieren wurde damals verschwörungstheoretiker beschimpft recht leider michael kretschmer mai niemand deutschland willen geimpft behauptung diejenigen impfen lassen grundrechte verlieren absurd bösartig lassen falschnachrichten verschwörungstheorien gemeinsam entgegentreten sk
229,229,36109,Er könnte ja noch Insassenpräsident in San Quentin werden... Karl Doemens @Doppelgeist60  · 8. Jan. 2021 Immerhin: Er scheint nicht der nächste Präsident zu werden.  twitter.com/realDonaldTrum… 27 3 15,3,3,3,3,er könnte ja noch insassenpräsident in san quentin werden karl doemens jan immerhin er scheint nicht der nächste präsident zu werden twitter com realdonaldtrum,[],['doppelgeist60'],insassenpräsident san quentin karl doemens immerhin scheint nächste präsident twitter realdonaldtrum
230,230,10951,"""Wenn ein Staat Leitplanken setzt für einen Markt, im Sinne einer sozial-ökologischen Marktwirtschaft, dann können wir eine Wucht erzeugen für Innovation, um diese Klimakrise in den Griff zu bekommen"", sagt  @ABaerbock  bei den #BerlinerReden. 26 43 329",3,1,3,3,wenn ein staat leitplanken setzt für einen markt im sinne einer sozial ökologischen marktwirtschaft dann können wir eine wucht erzeugen für innovation um diese klimakrise in den griff zu bekommen sagt bei den #berlinerreden,['#berlinerreden'],['abaerbock'],staat leitplanken setzt markt sinne sozial ökologischen marktwirtschaft wucht erzeugen innovation klimakrise griff bekommen
231,231,4822,Presseinfo Albert #Rupprecht &  @PeterWeissMdB : „Sommer der Berufsbildung“ cducsu.de „Sommer der Berufsbildung“ Heute findet der erste Aktionstag der Initiative „Sommer der Berufsbildung“ der Allianz für Aus- und Weiterbildung statt. Unter dem Motto „Berufliche Lernorte - echt.nachhaltig.digital“ besuc... 2 6,3,3,3,3,presseinfo albert #rupprecht sommer der berufsbildung cducsu de sommer der berufsbildung heute findet der erste aktionstag der initiative sommer der berufsbildung der allianz für aus und weiterbildung statt unter dem motto berufliche lernorte echt nachhaltig digital besuc,['#rupprecht'],['peterweissmdb'],presseinfo albert sommer berufsbildung cducsu sommer berufsbildung findet erste aktionstag initiative sommer berufsbildung allianz weiterbildung motto berufliche lernorte echt nachhaltig digital besuc
232,232,16376,Deutschland wie immer bei allem zu spät: erst gabs keinen Impfstoff und keine Masken und jetzt sollen wir sie ewig tragen? #DieMaskeBleibtAuf#DieMaskeMußWeg 3 15 76,2,2,2,2,deutschland wie immer bei allem zu spät erst gabs keinen impfstoff und keine masken und jetzt sollen wir sie ewig tragen #diemaskebleibtauf#diemaskemußweg,"['#diemaskebleibtauf', '#diemaskemußweg']",[],deutschland spät erst gabs impfstoff masken sollen ewig tragen
233,233,29752,"Eine Debatte um Verantwortung verliert #Roettgen immer. 2012 hat er krachend eine Landtagswahl in #NRW verloren, anschließend seinen Landesverband im Stich gelassen, wollte Angela #Merkel die Verantwortung dafür in die Schuhe schieben und wurde dafür von ihr abserviert. 22 54 286",2,2,2,2,eine debatte um verantwortung verliert #roettgen immer hat er krachend eine landtagswahl in #nrw verloren anschließend seinen landesverband im stich gelassen wollte angela #merkel die verantwortung dafür in die schuhe schieben und wurde dafür von ihr abserviert,"['#roettgen', '#nrw', '#merkel']",[],debatte verantwortung verliert krachend landtagswahl verloren anschließend landesverband stich gelassen angela verantwortung schuhe schieben wurde abserviert
234,234,44117,"""Ich habe eine klare Vorstellung von dem, was notwendig ist in den 20er Jahren"", sagt  @OlafScholz  im #Sommerinterview. ""Ich weiß, was notwendig ist, damit wir auch in 10, 20 oder 30 Jahren noch gute Arbeitsplätze in Deutschland haben."" 35 18 113",3,1,3,3,ich habe eine klare vorstellung von dem was notwendig ist in den er jahren sagt im #sommerinterview ich weiß was notwendig ist damit wir auch in oder jahren noch gute arbeitsplätze in deutschland haben,['#sommerinterview'],['olafscholz'],klare vorstellung notwendig weiß notwendig arbeitsplätze deutschland
235,235,43012,Gleich um 22:15 Uhr ist  @OlafScholz  im  @heutejournal  und spricht über die neuen Beschlüsse. Schaltet ein!  #CoronaGipfel 16 8 44,3,3,3,3,gleich um uhr ist im und spricht über die neuen beschlüsse schaltet ein #coronagipfel,['#coronagipfel'],"['olafscholz', 'heutejournal']",gleich spricht beschlüsse schaltet
236,236,27385,"Zum Abschluss dieses Tages: Es lohnt sich, zu hören, was - und wie - dieser #Offizier berichtet und analysiert. Auch und gerade, wenn man selber gar nicht viel mit der #Bundeswehr zu tun hat. #Afghanistan Bundeswehr @bundeswehrInfo  · 12. Okt. 2021 Als junger Soldat ging er 2002 mit dem 1. Kontingent nach #Afghanistan. Es folgten zwei weiter Einsätze am Hindukusch. Heute ist Oberst Tilmann stellvertretender Brigadekommandeur der #Panzerbrigade 21 in Augustdorf. Er erzählt über seine Erfahrungen und Eindrücke im #Einsatz. 2 5 25",3,3,1,3,zum abschluss dieses tages es lohnt sich zu hören was und wie dieser #offizier berichtet und analysiert auch und gerade wenn man selber gar nicht viel mit der #bundeswehr zu tun hat #afghanistan bundeswehr okt als junger soldat ging er mit dem kontingent nach #afghanistan es folgten zwei weiter einsätze am hindukusch heute ist oberst tilmann stellvertretender brigadekommandeur der #panzerbrigade in augustdorf er erzählt über seine erfahrungen und eindrücke im #einsatz,"['#offizier', '#bundeswehr', '#afghanistan', '#afghanistan', '#panzerbrigade', '#einsatz']",['bundeswehrinfo'],abschluss tages lohnt hören berichtet analysiert selber gar bundeswehr okt junger soldat ging kontingent folgten zwei einsätze hindukusch oberst tilmann stellvertretender brigadekommandeur augustdorf erzählt erfahrungen eindrücke
237,237,4249,"Digitale Bildung! Schulen müssen sowohl analoges als auch digitales Lehren und Lernen beherrschen, verlangt Fraktionsvize  @NadineSchoen . Dabei ist auch die schnelle Umsetzung des #Digitalpakt Schule wichtig. Worauf es jetzt ankommt, lesen Sie hier:  http://cducsu.cc/Digitale_Bildung… 7 4 7",3,3,3,3,digitale bildung schulen müssen sowohl analoges als auch digitales lehren und lernen beherrschen verlangt fraktionsvize dabei ist auch die schnelle umsetzung des #digitalpakt schule wichtig worauf es jetzt ankommt lesen sie hier,['#digitalpakt'],['nadineschoen'],digitale bildung schulen sowohl analoges digitales lehren lernen beherrschen verlangt fraktionsvize schnelle umsetzung schule wichtig worauf ankommt lesen
238,238,31672,"Wer einen Wechsel will, sollte sich überlegen, wen er wählt. Vielleicht nicht unbedingt die Grünen. Mareile @Hoellenaufsicht  · 1. Apr. 2021 Wieso die Grünen in BaWü einfach sowas von keine moderne Partei sind. Katastrophales Signal auf so vielen Ebenen. twitter.com/rekurrierend/s… Diesen Thread anzeigen 42 26 326",2,2,2,2,wer einen wechsel will sollte sich überlegen wen er wählt vielleicht nicht unbedingt die grünen mareile apr wieso die grünen in bawü einfach sowas von keine moderne partei sind katastrophales signal auf so vielen ebenen twitter com rekurrierend s diesen thread anzeigen,[],['hoellenaufsicht'],wechsel überlegen wen wählt vielleicht unbedingt grünen mareile apr wieso grünen bawü einfach sowas moderne partei katastrophales signal ebenen twitter rekurrierend
239,239,46826,Positive Stimmung am Arbeitsmarkt!  Top!  @ifo_Institut  @handelsblatt  @BMWi_Bund 3 5,1,1,1,1,positive stimmung am arbeitsmarkt top,[],"['ifo_institut', 'handelsblatt', 'bmwi_bund']",positive stimmung arbeitsmarkt top
240,240,7274,". @Markus_Soeder : Wir öffnen mit Vorsicht, es gibt Perspektive und Hoffnung, aber es hängt von der Verantwortung von uns allen ab. Es gibt keine Garantie, wie es wird. Jede Impfung, die getätigt wird, ist ein kleiner Schritt zu mehr Normalität. #ltby #corona 6 2 9",1,1,3,1,wir öffnen mit vorsicht es gibt perspektive und hoffnung aber es hängt von der verantwortung von uns allen ab es gibt keine garantie wie es wird jede impfung die getätigt wird ist ein kleiner schritt zu mehr normalität #ltby #corona,"['#ltby', '#corona']",['markus_soeder'],öffnen vorsicht perspektive hoffnung hängt verantwortung garantie impfung getätigt kleiner schritt normalität
241,241,29618,"Very concerned by the verdict from Poland’s constitutional tribunal. The supremacy of EU law holds the EU together, it makes the internal market work, it protects our citizens & workers and is crucial to achieve our common goals like climate change, migration or security. 1/2 12 30 118",2,2,3,2,very concerned by the verdict from poland s constitutional tribunal the supremacy of eu law holds the eu together it makes the internal market work it protects our citizens workers and is crucial to achieve our common goals like climate change migration or security,[],[],concerned verdict poland constitutional tribunal supremacy eu law holds eu together makes internal market work protects citizens workers crucial achieve common goals like climate change migration security
242,242,29923,Zur nächsten #MPK sollte die Öffnung der Zoom Erlebniswelt in Gelsenkirchen ermöglicht werden. Mit einem Hygienekonzept wäre ein sicherer Betrieb des Zoos möglich. Das gibt Menschen eine Perspektive und eine sichere Möglichkeit zur Freizeitgestaltung. waz.de Brief an Kanzlerin Merkel: FDP sucht Hilfe für Zoom-Öffnung Die Gelsenkirchener FDP dreht für den Zoom das große Rad: Für eine Öffnungsperspektive im Corona-Lockdown wendet sie sich an Angela Merkel. 1 1 14,3,3,3,3,zur nächsten #mpk sollte die öffnung der zoom erlebniswelt in gelsenkirchen ermöglicht werden mit einem hygienekonzept wäre ein sicherer betrieb des zoos möglich das gibt menschen eine perspektive und eine sichere möglichkeit zur freizeitgestaltung waz de brief an kanzlerin merkel fdp sucht hilfe für zoom öffnung die gelsenkirchener fdp dreht für den zoom das große rad für eine öffnungsperspektive im corona lockdown wendet sie sich an angela merkel,['#mpk'],[],nächsten öffnung zoom erlebniswelt gelsenkirchen ermöglicht hygienekonzept wäre sicherer betrieb zoos möglich menschen perspektive sichere möglichkeit freizeitgestaltung waz brief kanzlerin merkel fdp sucht hilfe zoom öffnung gelsenkirchener fdp dreht zoom große rad öffnungsperspektive corona lockdown wendet angela merkel
243,243,9420,"Podcast #15 - Auswertung Wahlergebnis und Ausblick Sondierungen. Mit  @anika_tas ,  @sebastiank  und  @MaxMenkenke Spotify: https://msgp.pl/OFJN4mt Apple: https://msgp.pl/IFoQLXt AnchorFM: https://msgp.pl/T2sQTlt Google: https://msgp.pl/EistUet  #Berlin #Politik #dielinke #LINKE 1 7 9",3,3,3,3,podcast # auswertung wahlergebnis und ausblick sondierungen mit und spotify apple anchorfm google #berlin #politik #dielinke #linke,"['#15', '#berlin', '#politik', '#dielinke', '#linke']","['anika_tas', 'sebastiank', 'maxmenkenke']",podcast auswertung wahlergebnis ausblick sondierungen spotify apple anchorfm google
244,244,12973,"Wir haben mit unsere Aussprache zum #Koalitionsvertrag angefangen – den Anfang hat die Bundesvorsitzende der  @jungeliberale ,   @fbrandmann , gemacht. Sei #live dabei auf http://fdp.de#BPT21 #FangenWirAn fdp.de Freie Demokraten - FDP Wir modernisieren Deutschland. Mit Innovation made in Germany, Digitalisierung und der weltbesten Bildung. Erfahre mehr über die FDP und werde bei uns aktiv. 3 6 43",3,1,3,3,wir haben mit unsere aussprache zum #koalitionsvertrag angefangen den anfang hat die bundesvorsitzende der gemacht sei #live dabei auf #fangenwiran fdp de freie demokraten fdp wir modernisieren deutschland mit innovation made in germany digitalisierung und der weltbesten bildung erfahre mehr über die fdp und werde bei uns aktiv,"['#koalitionsvertrag', '#live', '#bpt21', '#fangenwiran']","['jungeliberale', 'fbrandmann']",aussprache angefangen anfang bundesvorsitzende gemacht sei fdp freie demokraten fdp modernisieren deutschland innovation made germany digitalisierung weltbesten bildung erfahre fdp aktiv
245,245,29121,"Einwanderer zur Arbeit verpflichten. Na so was...  Oder doch höchst vernünftig?#Dänemark #AfD #Deutschlandabernormal spiegel.de Dänemark will Einwanderer zur Arbeit verpflichten In Dänemark sollen Einwanderer nur noch dann staatliche Hilfe erhalten, wenn sie arbeiten. »Das Wichtigste für uns ist, dass die Menschen aus ihren Häusern herauskommen«, sagte Arbeitsminister... 42 96 460",3,4,3,3,einwanderer zur arbeit verpflichten na so was oder doch höchst vernünftig #dänemark #afd #deutschlandabernormal spiegel de dänemark will einwanderer zur arbeit verpflichten in dänemark sollen einwanderer nur noch dann staatliche hilfe erhalten wenn sie arbeiten das wichtigste für uns ist dass die menschen aus ihren häusern herauskommen sagte arbeitsminister,"['#dänemark', '#afd', '#deutschlandabernormal']",[],einwanderer arbeit verpflichten na höchst vernünftig spiegel dänemark einwanderer arbeit verpflichten dänemark sollen einwanderer staatliche hilfe erhalten arbeiten wichtigste menschen häusern herauskommen sagte arbeitsminister
246,246,47356,"Vielen Dank an die vielen, die sich diszipliniert verhalten, die Abstand halten, Maske tragen und, auch wenn es schmerzt, Kontakte reduzieren. Ohne die Bereitschaft zur Eigenverantwortung einer großen Mehrheit der Bürgerinnen und Bürger gäbe es diesen Rückgang nicht.  WELT @welt  · 5. Feb. 2021 Corona: Nur noch vier Bundesländer über Inzidenz von 100 http://to.welt.de/2dHjxev 27 18 152",1,1,1,1,vielen dank an die vielen die sich diszipliniert verhalten die abstand halten maske tragen und auch wenn es schmerzt kontakte reduzieren ohne die bereitschaft zur eigenverantwortung einer großen mehrheit der bürgerinnen und bürger gäbe es diesen rückgang nicht welt feb corona nur noch vier bundesländer über inzidenz von,[],['welt'],diszipliniert verhalten abstand halten maske tragen schmerzt kontakte reduzieren bereitschaft eigenverantwortung großen mehrheit bürgerinnen bürger gäbe rückgang welt feb corona vier bundesländer inzidenz
247,247,21908,"Unfassbar, wie schnell in Israel geimpft wird. Diese Daten von ⁦ @feldman_gil ⁩ zeigen, dass offenbar schon über 80% der über 80 Jährigen die erste Impfung erhalten haben. Damit müsste die Covid Sterblichkeit in Israel sehr bald sinken... 193 118 1.124",1,1,1,1,unfassbar wie schnell in israel geimpft wird diese daten von zeigen dass offenbar schon über der über jährigen die erste impfung erhalten haben damit müsste die covid sterblichkeit in israel sehr bald sinken,[],['feldman_gil'],unfassbar schnell israel geimpft daten zeigen offenbar jährigen erste impfung erhalten müsste covid sterblichkeit israel bald sinken
248,248,19609," Nicht  oder die gemeinsame Bestellung ist das Problem, sondern dass es keine mutige „Überbestellung“ gab - offenbar aufgrund Rolle der Mitgliedsstaaten!  Was nun? 1) Zusätzliche Produktionskapazitäten so unbürokratisch wie möglich, 2) Impflogistik muss jetzt Prio Nr. 1 sein! Stefan Leifert @StefanLeifert  · 2. Jan. 2021 9/ Was hätte besser laufen können? - Die EU hätte bei den Verträgen beherzter und risikofreudiger sein können. Scheiterte an osteurop. Ländern, denen Biontech zu teuer war und Frankreich, das v.a. auf Sanofi setzte - Die EU hätte ihre Impfstrategie transparenter machen müssen Diesen Thread anzeigen 35 21 168",4,2,2,2,nicht oder die gemeinsame bestellung ist das problem sondern dass es keine mutige überbestellung gab offenbar aufgrund rolle der mitgliedsstaaten was nun zusätzliche produktionskapazitäten so unbürokratisch wie möglich impflogistik muss jetzt prio nr sein stefan leifert jan was hätte besser laufen können die eu hätte bei den verträgen beherzter und risikofreudiger sein können scheiterte an osteurop ländern denen biontech zu teuer war und frankreich das v a auf sanofi setzte die eu hätte ihre impfstrategie transparenter machen müssen diesen thread anzeigen,[],['stefanleifert'],gemeinsame bestellung problem mutige überbestellung gab offenbar aufgrund rolle mitgliedsstaaten zusätzliche produktionskapazitäten unbürokratisch möglich impflogistik prio nr stefan leifert hätte besser laufen eu hätte verträgen beherzter risikofreudiger scheiterte osteurop ländern denen biontech teuer frankreich v sanofi setzte eu hätte impfstrategie transparenter
249,249,41838,Endlich macht Europa sich ehrlich: Einen EU-Beitritt der #Türkei kann es nicht geben!  https://handelsblatt.com/wirtschaft-handel-und-finanzen-eu-parlament-schlaegt-aussetzung-tuerkischer-beitrittsverhandlungen-vor/27206870.html… 2 1 27,1,1,3,1,endlich macht europa sich ehrlich einen eu beitritt der #türkei kann es nicht geben,['#türkei'],[],endlich macht europa ehrlich eu beitritt geben
250,250,11485,"Mit Elisabeth  @Kaiser_SPD  hat der   @eGovPod  über moderne Register und ihre Bedeutung für eine zeitgemäße, digitale Verwaltung gesprochen. Hörempfehlung! eGovernment Podcast @eGovPod  · 7. Feb. 2021 Neue Podcastepisode Das Registermodernisierungsgesetz https://ift.tt/3aEyHWp #egov #digvw #twitterverwaltung #egovernment 7 7 36",1,3,1,1,mit elisabeth hat der über moderne register und ihre bedeutung für eine zeitgemäße digitale verwaltung gesprochen hörempfehlung egovernment podcast feb neue podcastepisode das registermodernisierungsgesetz #egov #digvw #twitterverwaltung #egovernment,"['#egov', '#digvw', '#twitterverwaltung', '#egovernment']","['kaiser_spd', 'egovpod', 'egovpod']",elisabeth moderne register bedeutung zeitgemäße digitale verwaltung gesprochen hörempfehlung egovernment podcast feb podcastepisode registermodernisierungsgesetz
251,251,40038,.@boelwtermine  @GrueneTS  @gruene_berlin  @GrueneBundestag  @NABU_de  @Slowfood_de  @SFYGer  @SlowFoodBerlin  @SlowFoodPress  @OpheliaNick Renate Künast @RenateKuenast  · 22. Juni 2021 Eine #GrosseFreude ‚mein’ #Biosiegel  „Staatliches Siegel wird 20 : Als Bio in die Breite ging „ @Die_Gruenen⁩ ⁦@ebner_sha⁩ @BÖLW ⁦@bioland_de⁩ @Demeter ⁦@BNN_eV⁩ ⁦⁦@bund_net⁩ ⁦@Oliver_Krischer⁩  https://tagesschau.de/inland/gesellschaft/biosiegel-101.html… 2 18,3,1,1,1,renate künast juni eine #grossefreude mein #biosiegel staatliches siegel wird als bio in die breite ging,"['#grossefreude', '#biosiegel']","['boelwtermine', 'gruenets', 'gruene_berlin', 'gruenebundestag', 'nabu_de', 'slowfood_de', 'sfyger', 'slowfoodberlin', 'slowfoodpress', 'ophelianick', 'renatekuenast', 'die_gruenen', 'ebner_sha', 'b', 'bioland_de', 'demeter', 'bnn_ev', 'bund_net', 'oliver_krischer']",renate künast staatliches siegel bio breite ging
252,252,17049,Our legal view on jurisdiction of the International Criminal Court regarding alleged crimes committed in the Palestine territories remains unchanged: the court has no jurisdiction because of the absence of the element of Palestinian statehood required by international law. (1/1) 242 332 451,3,3,3,3,our legal view on jurisdiction of the international criminal court regarding alleged crimes committed in the palestine territories remains unchanged the court has no jurisdiction because of the absence of the element of palestinian statehood required by international law,[],[],legal view jurisdiction international criminal court regarding alleged crimes committed palestine territories remains unchanged court jurisdiction absence element palestinian statehood required international law
254,254,28597,"Unbürokratische Hilfen für die Flutopfer in Verbindung mit nachhaltigen Veränderungen fordert  @LoetzschMdB  in der Debatte um die Hochwasserkatastrophe. youtube.com Profite im Interesse der Menschheit begrenzen 25.08.2021 - Gesine Lötzsch, DIE LINKE: Unbürokratische Hilfen für die Flutopfer in Verbindung mit nachhaltigen Veränderungen fordert Gesine Lötzsch in der D... 5 14",3,3,3,3,unbürokratische hilfen für die flutopfer in verbindung mit nachhaltigen veränderungen fordert in der debatte um die hochwasserkatastrophe youtube com profite im interesse der menschheit begrenzen gesine lötzsch die linke unbürokratische hilfen für die flutopfer in verbindung mit nachhaltigen veränderungen fordert gesine lötzsch in der d,[],['loetzschmdb'],unbürokratische hilfen flutopfer verbindung nachhaltigen veränderungen fordert debatte hochwasserkatastrophe youtube profite interesse menschheit begrenzen gesine lötzsch linke unbürokratische hilfen flutopfer verbindung nachhaltigen veränderungen fordert gesine lötzsch
